;dat_reference;dat_previsao;num_termo;val_vaz_pred;val_vaz_true
1254;2017-01-21;2017-01-22;2;157,06790403621375;153,0
1255;2017-01-21;2017-01-23;3;138,77939067476282;151,0
1256;2017-01-21;2017-01-24;4;132,05972152342653;164,0
1257;2017-01-21;2017-01-25;5;149,64941158173045;200,0
1258;2017-01-21;2017-01-26;6;177,28342283129152;224,0
1259;2017-01-21;2017-01-27;7;187,49875814125264;207,0
1260;2017-01-28;2017-01-28;1;201,24800686487595;191,0
1261;2017-01-28;2017-01-29;2;226,24153190797867;174,0
1262;2017-01-28;2017-01-30;3;244,20618426351578;151,0
1263;2017-01-28;2017-01-31;4;205,12847512648517;141,0
1264;2017-01-28;2017-02-01;5;165,814751083103;135,0
1265;2017-01-28;2017-02-02;6;157,16208654643665;135,0
1266;2017-01-28;2017-02-03;7;150,92210691230727;138,0
1267;2017-02-04;2017-02-04;1;144,8982445426082;140,0
1268;2017-02-04;2017-02-05;2;165,5652575357132;144,0
1269;2017-02-04;2017-02-06;3;199,73143438231548;146,0
1270;2017-02-04;2017-02-07;4;223,57503803737904;153,0
1271;2017-02-04;2017-02-08;5;206,24435268314315;142,0
1272;2017-02-04;2017-02-09;6;191,84852489690175;124,0
1273;2017-02-04;2017-02-10;7;171,67568530975197;117,0
1274;2017-02-11;2017-02-11;1;149,1020457630643;109,0
1275;2017-02-11;2017-02-12;2;137,8114564038674;103,0
1276;2017-02-11;2017-02-13;3;136,28863375420298;100,0
1277;2017-02-11;2017-02-14;4;134,048699141174;97,0
1278;2017-02-11;2017-02-15;5;137,57371211654356;94,0
1279;2017-02-11;2017-02-16;6;138,1937274137635;90,0
1280;2017-02-11;2017-02-17;7;141,8861311925173;85,0
1281;2017-02-18;2017-02-18;1;144,33389899230738;80,0
1282;2017-02-18;2017-02-19;2;152,41055702486406;76,0
1283;2017-02-18;2017-02-20;3;138,6958911695149;74,0
1284;2017-02-18;2017-02-21;4;124,58584565750853;71,0
1285;2017-02-18;2017-02-22;5;116,65745027662203;69,0
1286;2017-02-18;2017-02-23;6;108,6944663891895;67,0
1287;2017-02-18;2017-02-24;7;102,6623456553288;66,0
1288;2017-02-25;2017-02-25;1;99,82580560461966;71,0
1289;2017-02-25;2017-02-26;2;97,65280417434658;81,0
1290;2017-02-25;2017-02-27;3;92,57267242382468;87,0
1291;2017-02-25;2017-02-28;4;88,75623859990408;97,0
